"CNPJ";"Beneficiário";"Nome Fantasia";"UF";"Município";"CNAE";"Benefício Fiscal";"Valor Renunciado(R$)";
"04.571.158/0001-72";"SETE MARES LOCADORA DE VEICULOS LTDA";"";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"8,64";
"33.161.980/0001-63";"BEDSON - COMERCIO DE PRODUTOS ANIMAIS LTDA";"BEDSON BRASIL";"SÃO PAULO";"SANTOS";"46443 - Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"PIS";"14,00";
"04.571.158/0001-72";"SETE MARES LOCADORA DE VEICULOS LTDA";"";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"19,20";
"04.879.841/0003-33";"ADISSEO BRASIL NUTRICAO ANIMAL LTDA";"";"SÃO PAULO";"SANTOS";"46397 - Comércio atacadista de produtos alimentícios em geral";"Imposto de Importação";"26,00";
"02.176.957/0001-19";"HANJIN SHIPPING DO BRASIL LTDA - EM LIQUIDACAO";"";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"PIS";"28,00";
"17.453.310/0001-64";"OSTEN PREMIUM COMERCIO DE VEICULOS LTDA";"OSTEN MOTORS";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Fundos de Direitos da Criança e do Adolescente";"42,66";
"33.161.980/0001-63";"BEDSON - COMERCIO DE PRODUTOS ANIMAIS LTDA";"BEDSON BRASIL";"SÃO PAULO";"SANTOS";"46443 - Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"COFINS";"67,00";
"02.176.957/0001-19";"HANJIN SHIPPING DO BRASIL LTDA - EM LIQUIDACAO";"";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"COFINS";"128,00";
"53.152.989/0001-15";"PROPAGAR EMPREENDIMENTOS IMOBILIARIOS LTDA";"PROPAGAR EMPREENDIMENTOS IMOBILIARIOS";"SÃO PAULO";"SANTOS";"68102 - Atividades imobiliárias de imóveis próprios";"Programa de Alimentação do Trabalhador";"142,55";
"04.267.351/0001-14";"DEICMAR PORT LOGISTICA LTDA";"";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Programa de Alimentação do Trabalhador";"148,16";
"18.712.309/0001-70";"CONTROL CLEAN SERVICOS ESPECIALIZADOS LTDA";"";"SÃO PAULO";"SANTOS";"81117 - Serviços combinados para apoio a edifícios, exceto condomínios prediais";"Programa de Alimentação do Trabalhador";"160,00";
"14.491.710/0001-76";"ATLANTIS AGENCIAMENTOS MARITIMOS E DE CARGAS LTDA";"ATLANTIS AGENCIAMENTOS MARITIMOS E DE CARGAS";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Programa de Alimentação do Trabalhador";"168,35";
"58.367.079/0001-73";"MERIDIONAL MARITIMA LTDA";"MERIDIONAL MARITIMA LTDA";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Programa de Alimentação do Trabalhador";"175,47";
"03.089.261/0001-18";"ALBOR ARQUITETURA,CONSTRUCAO E DESENVOLVIMENTO IMOBILIARIO LTDA";"ALBOR";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Programa de Alimentação do Trabalhador";"190,97";
"01.286.852/0001-50";"IMPAKTO SERVICOS DE ASSESSORIA EMPRESARIAL LTDA";"";"SÃO PAULO";"SANTOS";"81117 - Serviços combinados para apoio a edifícios, exceto condomínios prediais";"Programa de Alimentação do Trabalhador";"199,81";
"42.278.291/0011-04";"LOG-IN - LOGISTICA INTERMODAL S/A";"LOG-IN";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"PIS";"205,00";
"42.565.697/0001-98";"INTERTEK DO BRASIL INSPECOES LTDA.";"";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"PIS";"211,00";
"24.922.744/0001-21";"AUTHENTIC ITALIAN FOOD LTDA";"AUTHENTIC ITALIAN FOOD";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"PIS";"228,00";
"26.579.934/0001-13";"VAIL COMERCIO DE ALIMENTOS LTDA";"";"SÃO PAULO";"SANTOS";"56112 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Programa de Alimentação do Trabalhador";"228,64";
"19.402.941/0001-80";"SERRA & ZAHER MEDICOS ASSOCIADOS LTDA";"";"SÃO PAULO";"SANTOS";"86101 - Atividades de atendimento hospitalar";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"238,93";
"60.350.519/0001-21";"ENGOS ENGENHARIA E PROJETO LTDA";"";"SÃO PAULO";"SANTOS";"71120 - Serviços de engenharia";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"300,00";
"38.327.648/0001-40";"ENTRUST TRAVEL TURISMO LTDA";"LA VIAJERA";"SÃO PAULO";"SANTOS";"79112 - Agências de viagens";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"313,80";
"00.663.648/0001-48";"INSPECTORATE DO BRASIL INSPECOES LTDA.";"INSPECTORATE";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"IPI";"317,00";
"38.327.648/0001-40";"ENTRUST TRAVEL TURISMO LTDA";"LA VIAJERA";"SÃO PAULO";"SANTOS";"79112 - Agências de viagens";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"348,66";
"10.359.889/0001-51";"UP & RISE PROCESSAMENTO DE DADOS LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"PIS";"378,00";
"17.627.090/0001-48";"PRAIAMAR CORPORATE EMPREENDIMENTOS IMOBILIARIOS LTDA";"PRAIAMAR CORPORATE";"SÃO PAULO";"SANTOS";"68102 - Atividades imobiliárias de imóveis próprios";"PIS";"383,00";
"17.046.568/0001-46";"KLV TRANSPORTE E FRETAMENTO LTDA";"KLV TURISMO";"MINAS GERAIS";"SANTOS DUMONT";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"396,26";
"46.804.560/0001-08";"FELUTT DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA";"FELUTT MEDICAL";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"PIS";"415,00";
"00.269.094/0001-07";"TOP TRADE COMERCIO EXTERIOR LTDA";"";"SÃO PAULO";"SANTOS";"47296 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"PIS";"420,00";
"04.704.338/0001-85";"JANCO RACING COMERCIO IMPORTACAO E EXPORTACAO LTDA";"JANCO RACING";"SÃO PAULO";"SANTOS";"46893 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"PIS";"432,00";
"24.922.744/0001-21";"AUTHENTIC ITALIAN FOOD LTDA";"AUTHENTIC ITALIAN FOOD";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"IPI";"465,00";
"11.454.455/0001-01";"OIL TRADING IMPORTADORA E EXPORTADORA LTDA.";"";"SÃO PAULO";"SANTOS";"46818 - Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP";"Programa de Alimentação do Trabalhador";"494,43";
"42.278.291/0011-04";"LOG-IN - LOGISTICA INTERMODAL S/A";"LOG-IN";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"IPI";"509,00";
"17.769.837/0001-00";"CABANGU INTERNET LTDA";"SDNET";"MINAS GERAIS";"SANTOS DUMONT";"61108 - Telecomunicações por fio";"Fundos de Direitos da Criança e do Adolescente";"515,00";
"43.140.892/0001-39";"AME COZINHA ELETRO E UTENSILIOS LTDA";"";"SÃO PAULO";"SANTOS";"47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente";"PIS";"525,00";
"28.888.674/0001-93";"MILLENNIUM IMPORTACAO E EXPORTACAO LTDA";"MILLENNIUM";"SÃO PAULO";"SANTOS";"46494 - Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"PIS";"536,00";
"00.965.124/0001-01";"SYDAMARC ASSESSORIA E COMISSARIA DE DESPACHOS LTDA";"";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"547,90";
"15.677.292/0001-79";"CASA MARITIMA AGENCIAMENTOS LTDA";"";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Programa de Alimentação do Trabalhador";"553,16";
"05.934.848/0001-01";"M V DA SILVA RAMOS COMERCIAL LTDA";"MULTIMPORT";"SÃO PAULO";"SANTOS";"47440 - Comércio varejista de ferragens, madeira e materiais de construção";"IPI";"556,00";
"09.470.150/0001-33";"IPAT - INSTITUTO DE PESQUISAS A TRIBUNA LTDA";"";"SÃO PAULO";"SANTOS";"73203 - Pesquisas de mercado e de opinião pública";"Programa de Alimentação do Trabalhador";"589,72";
"00.980.891/0001-90";"MASA - ADMINISTRACAO DE BENS E IMOVEIS S/S LTDA";"";"SÃO PAULO";"SANTOS";"68218 - Intermediação na compra, venda e aluguel de imóveis";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"632,34";
"27.170.622/0001-14";"MIRELLA DIB DI SESSA";"MIRELLA DIB DI SESSA";"SÃO PAULO";"SANTOS";"86305 - Atividades de atenção ambulatorial executadas por médicos e odontólogos";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"672,10";
"10.633.322/0001-21";"MAURICIO LUIZ BELCHIOR";"BELK'S COMPANY";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"IPI";"725,00";
"05.934.848/0001-01";"M V DA SILVA RAMOS COMERCIAL LTDA";"MULTIMPORT";"SÃO PAULO";"SANTOS";"47440 - Comércio varejista de ferragens, madeira e materiais de construção";"PIS";"729,00";
"51.979.359/0001-93";"STOLTHAVEN SANTOS LTDA";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"PIS";"737,00";
"24.228.179/0001-05";"BRAZTECH COMPONENTES PARA ELEVADORES LTDA";"";"SÃO PAULO";"SANTOS";"46141 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves";"PIS";"760,00";
"05.754.251/0001-85";"TECH TRONIC COMERCIO DE APARELHOS DE COMUNICACAO LTDA";"";"SÃO PAULO";"SANTOS";"61108 - Telecomunicações por fio";"PIS";"763,00";
"62.299.771/0001-89";"OMNITRANS LOGISTICA E TRANSPORTES LTDA";"";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa de Alimentação do Trabalhador";"789,20";
"34.316.165/0001-99";"DCB CONJUNTURA - ESTUDOS SOCIOECONOMICOS, COMUNICACAO E MARKETING LTDA";"";"SÃO PAULO";"SANTOS";"70204 - Atividades de consultoria em gestão empresarial";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"800,00";
"03.744.755/0001-99";"G.T. COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"GT NUTRITION";"SÃO PAULO";"SANTOS";"46371 - Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"IPI";"801,00";
"05.436.047/0002-05";"SAAM TOWAGE BRASIL S.A.";"";"SÃO PAULO";"SANTOS";"50301 - Navegação de apoio";"PIS";"818,00";
"17.046.568/0001-46";"KLV TRANSPORTE E FRETAMENTO LTDA";"KLV TURISMO";"MINAS GERAIS";"SANTOS DUMONT";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"880,56";
"20.254.743/0001-03";"WBA SANTOS TECNOLOGIA LTDA";"";"SÃO PAULO";"SANTOS";"47512 - Comércio varejista especializado de equipamentos e suprimentos de informática";"Programa de Alimentação do Trabalhador";"926,32";
"42.278.291/0011-04";"LOG-IN - LOGISTICA INTERMODAL S/A";"LOG-IN";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"COFINS";"944,00";
"53.146.221/0001-39";"FAMILIA PAULISTA COMPANHIA HIPOTECARIA";"";"SÃO PAULO";"SANTOS";"64352 - Crédito imobiliário";"Programa de Alimentação do Trabalhador";"945,64";
"42.565.697/0001-98";"INTERTEK DO BRASIL INSPECOES LTDA.";"";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"COFINS";"970,00";
"15.021.849/0001-19";"RADIO HOLLAND BRAZIL SERVICOS MARITIMOS LTDA";"RADIO HOLLAND BRAZIL";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"IPI";"1.009,00";
"17.453.310/0001-64";"OSTEN PREMIUM COMERCIO DE VEICULOS LTDA";"OSTEN MOTORS";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Programa de Alimentação do Trabalhador";"1.012,66";
"23.323.690/0001-15";"NG LOGISTICA EM COMERCIO EXTERIOR LTDA";"NG REDEX";"SÃO PAULO";"SANTOS";"52125 - Carga e descarga";"Pronac - Programa Nacional de Apoio à Cultura - Dedução do Imposto de Renda";"1.075,52";
"24.922.744/0001-21";"AUTHENTIC ITALIAN FOOD LTDA";"AUTHENTIC ITALIAN FOOD";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"COFINS";"1.076,00";
"97.529.607/0001-03";"MILK COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"";"SÃO PAULO";"SANTOS";"47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente";"Imposto de Importação";"1.134,00";
"37.245.527/0001-96";"37.245.527 DIEGO DE PAULA SERRAO";"DS TRANSPORTES EXPRESS & LOGISTICA";"SÃO PAULO";"SANTOS";"53202 - Atividades de malote e de entrega";"PIS";"1.151,00";
"10.359.889/0001-51";"UP & RISE PROCESSAMENTO DE DADOS LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"IPI";"1.171,00";
"30.429.470/0001-36";"RADIO RSC FREQUENCIA MODULADA LTDA.";"SAUDADE FM";"SÃO PAULO";"SANTOS";"60101 - Atividades de rádio";"Programa de Alimentação do Trabalhador";"1.176,19";
"15.021.849/0001-19";"RADIO HOLLAND BRAZIL SERVICOS MARITIMOS LTDA";"RADIO HOLLAND BRAZIL";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"PIS";"1.266,00";
"10.733.630/0001-29";"WXM TECNOLOGIA E AUTOMACAO LTDA";"HTS BRASIL";"SÃO PAULO";"SANTOS";"47512 - Comércio varejista especializado de equipamentos e suprimentos de informática";"PIS";"1.282,00";
"15.202.367/0001-65";"BRAZILIAN OCEAN LTDA";"BRAZILIAN OCEAN";"SÃO PAULO";"SANTOS";"46931 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"PIS";"1.373,00";
"07.028.528/0054-20";"OLAM AGRICOLA LTDA.";"";"SÃO PAULO";"SANTOS";"46214 - Comércio atacadista de café em grão";"PIS";"1.385,00";
"33.182.809/0017-06";"SGS DO BRASIL LTDA";"";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"PIS";"1.443,00";
"28.971.936/0005-02";"LOG-IN MARITIMA CABOTAGEM LTDA.";"";"SÃO PAULO";"SANTOS";"50114 - Transporte marítimo de cabotagem";"IPI";"1.543,00";
"42.278.291/0011-04";"LOG-IN - LOGISTICA INTERMODAL S/A";"LOG-IN";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"Imposto de Importação";"1.565,00";
"11.030.569/0001-16";"DFM - TRANSPORTES E LOCACAO LTDA";"WR TRANSPORTES";"SÃO PAULO";"SANTOS";"77195 - Locação de meios de transporte, exceto automóveis, sem condutor";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"1.641,51";
"05.436.047/0002-05";"SAAM TOWAGE BRASIL S.A.";"";"SÃO PAULO";"SANTOS";"50301 - Navegação de apoio";"IPI";"1.687,00";
"03.972.401/0001-00";"TERMINAL MARITIMO DO VALONGO LTDA";"";"SÃO PAULO";"SANTOS";"52125 - Carga e descarga";"Programa de Alimentação do Trabalhador";"1.703,32";
"09.379.862/0003-03";"CLARK SUL TRANSMISSOES E TORQUES LTDA";"CLARK SUL";"SÃO PAULO";"SANTOS";"47890 - Comércio varejista de outros produtos novos não especificados anteriormente";"PIS";"1.719,00";
"23.836.222/0001-44";"WORLD PRECISION INSTRUMENTS BRASIL LTDA";"WPI BRASIL";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"PIS";"1.721,00";
"24.063.379/0001-47";"DOM CONSTANTIN COMERCIAL LTDA";"DOM CONSTANTIN MERCADO";"SÃO PAULO";"SANTOS";"47121 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"Programa de Alimentação do Trabalhador";"1.731,60";
"10.359.889/0001-51";"UP & RISE PROCESSAMENTO DE DADOS LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"COFINS";"1.739,00";
"17.627.090/0001-48";"PRAIAMAR CORPORATE EMPREENDIMENTOS IMOBILIARIOS LTDA";"PRAIAMAR CORPORATE";"SÃO PAULO";"SANTOS";"68102 - Atividades imobiliárias de imóveis próprios";"COFINS";"1.759,00";
"46.172.474/0001-11";"MESQUITA LOCACOES LTDA";"";"SÃO PAULO";"SANTOS";"77195 - Locação de meios de transporte, exceto automóveis, sem condutor";"Programa de Alimentação do Trabalhador";"1.765,74";
"58.200.015/0001-83";"MUNICIPIO DE SANTOS";"";"SÃO PAULO";"SANTOS";"84116 - Administração pública em geral";"PIS";"1.798,00";
"49.192.362/0001-10";"TRANSMODAL LOGISTICA LTDA";"";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa de Alimentação do Trabalhador";"1.859,01";
"46.804.560/0001-08";"FELUTT DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA";"FELUTT MEDICAL";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"COFINS";"1.907,00";
"28.971.936/0005-02";"LOG-IN MARITIMA CABOTAGEM LTDA.";"";"SÃO PAULO";"SANTOS";"50114 - Transporte marítimo de cabotagem";"PIS";"1.907,00";
"55.680.094/0001-89";"COMANDO SEGURANCA ESPECIAL LTDA";"";"SÃO PAULO";"SANTOS";"80111 - Atividades de vigilância e segurança privada";"Programa de Alimentação do Trabalhador";"1.909,76";
"00.269.094/0001-07";"TOP TRADE COMERCIO EXTERIOR LTDA";"";"SÃO PAULO";"SANTOS";"47296 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"COFINS";"1.936,00";
"13.943.376/0001-81";"SILVAS TRANSPORTES E SERVICOS LTDA";"SILVAS TRANSPORTES E SERVICOS";"MINAS GERAIS";"SANTOS DUMONT";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"1.973,25";
"54.346.994/0001-21";"TERMOBRASTEC COMERCIO E SERVICOS LTDA";"TERMOBRASTEC NAVAL";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Programa de Alimentação do Trabalhador";"1.979,88";
"04.704.338/0001-85";"JANCO RACING COMERCIO IMPORTACAO E EXPORTACAO LTDA";"JANCO RACING";"SÃO PAULO";"SANTOS";"46893 - Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"COFINS";"1.984,00";
"30.119.943/0001-07";"VEM QUE TEM IMPORTADORA E EXPORTADORA LTDA";"VEM QUE TEM";"SÃO PAULO";"SANTOS";"47555 - Comércio varejista especializado de tecidos e artigos de cama, mesa e banho";"PIS";"2.032,00";
"10.633.322/0001-21";"MAURICIO LUIZ BELCHIOR";"BELK'S COMPANY";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"PIS";"2.042,00";
"02.461.311/0001-83";"QUALITY CONSULTORIA LTDA";"";"SÃO PAULO";"SANTOS";"71197 - Atividades técnicas relacionadas à arquitetura e engenharia";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"2.078,78";
"47.787.056/0001-00";"EFX LOGISTICA IMPORTACAO, EXPORTACAO E COMERCIO INTERNACIONAL LTDA";"";"SÃO PAULO";"SANTOS";"46419 - Comércio atacadista de tecidos, artefatos de tecidos e de armarinho";"PIS";"2.083,00";
"15.021.849/0001-19";"RADIO HOLLAND BRAZIL SERVICOS MARITIMOS LTDA";"RADIO HOLLAND BRAZIL";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Imposto de Importação";"2.162,00";
"34.580.515/0001-20";"CARLOS EUGENIO PINTO";"CEP PROMOCOES";"SÃO PAULO";"SANTOS";"82113 - Serviços combinados de escritório e apoio administrativo";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"2.181,72";
"07.450.439/0001-65";"BARRETUR TRANSPORTES LTDA";"";"MINAS GERAIS";"SANTOS DUMONT";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"2.221,78";
"24.922.744/0001-21";"AUTHENTIC ITALIAN FOOD LTDA";"AUTHENTIC ITALIAN FOOD";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Imposto de Importação";"2.250,00";
"43.140.892/0001-39";"AME COZINHA ELETRO E UTENSILIOS LTDA";"";"SÃO PAULO";"SANTOS";"47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente";"COFINS";"2.411,00";
"00.663.648/0001-48";"INSPECTORATE DO BRASIL INSPECOES LTDA.";"INSPECTORATE";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"PIS";"2.430,00";
"29.445.503/0001-52";"MTM TRADING LTDA";"MTM TRADING GLOBAL";"SÃO PAULO";"SANTOS";"46346 - Comércio atacadista de carnes, produtos da carne e pescado";"PIS";"2.461,00";
"28.888.674/0001-93";"MILLENNIUM IMPORTACAO E EXPORTACAO LTDA";"MILLENNIUM";"SÃO PAULO";"SANTOS";"46494 - Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"COFINS";"2.463,00";
"58.145.988/0001-67";"METALOCK BRASIL LTDA.";"METALOCK BRASIL";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"IPI";"2.511,00";
"15.169.172/0001-60";"FRANCISCO JOSE MARCAL FIDALGO";"";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"2.550,00";
"01.294.715/0001-67";"KALMAR BRAZIL LTDA";"KALMAR BRAZIL";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"IPI";"2.596,00";
"09.667.110/0002-67";"DRESSER MOTORS DO BRASIL INDUSTRIA E COMERCIO LTDA.";"DRESSER MOTORS DO BRASIL INDUSTRIA E COMERCIO LTD";"SÃO PAULO";"SANTOS";"30911 - Fabricação de motocicletas";"PIS";"2.616,00";
"43.140.892/0001-39";"AME COZINHA ELETRO E UTENSILIOS LTDA";"";"SÃO PAULO";"SANTOS";"47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente";"IPI";"2.652,00";
"58.183.401/0001-04";"A TRIBUNA DE SANTOS JORNAL E EDITORA LIMITADA";"A TRIBUNA";"SÃO PAULO";"SANTOS";"58123 - Edição de jornais";"Programa de Alimentação do Trabalhador";"2.652,75";
"68.020.189/0001-18";"CENTRO EDUCACIONAL DE SANTOS LTDA";"UNIVERSITAS";"SÃO PAULO";"SANTOS";"85201 - Ensino médio";"Pronac - Programa Nacional de Apoio à Cultura - Dedução do Imposto de Renda";"2.694,84";
"17.567.980/0001-01";"TRON COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"";"SÃO PAULO";"SANTOS";"47822 - Comércio varejista de calçados e artigos de viagem";"PIS";"2.787,00";
"02.921.150/0001-63";"POWER SAT COMPANY SERVICE LTDA";"";"MINAS GERAIS";"SANTOS DUMONT";"00000 - Sem informação";"Programa de Alimentação do Trabalhador";"2.838,27";
"05.061.157/0001-40";"BOWLINE MARINE & CARGO CONSULTANTS LTDA";"";"SÃO PAULO";"SANTOS";"71197 - Atividades técnicas relacionadas à arquitetura e engenharia";"PIS";"2.868,00";
"02.292.595/0001-21";"ATLANTIS TERMINAIS DE CARGAS LTDA.";"";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"Empresa Cidadã";"2.892,00";
"11.181.789/0001-40";"AMARAL E AZEVEDO CAMARGO SOCIEDADE DE ADVOGADOS";"";"SÃO PAULO";"SANTOS";"69117 - Atividades jurídicas, exceto cartórios";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"2.950,63";
"09.067.779/0001-37";"UNILINE AGENCIA MARITIMA LTDA.";"UNILINE AGENCIA MARITIMA";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Programa de Alimentação do Trabalhador";"2.969,88";
"19.028.847/0001-02";"WINGS LOGISTICA E COMERCIO INTERNACIONAL LTDA";"WINGS LOGISTICA";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"PIS";"3.040,00";
"58.213.380/0001-22";"HOSPITAL SAO LUCAS DE SANTOS LTDA";"";"SÃO PAULO";"SANTOS";"86101 - Atividades de atendimento hospitalar";"PIS";"3.065,00";
"27.206.917/0001-01";"LH DO BRASIL COMERCIO VAREJISTA E ATACADISTA  LTDA";"LUCY HOME";"SÃO PAULO";"SANTOS";"47547 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"PIS";"3.092,00";
"02.415.583/0001-47";"IGREJA MUNDIAL DO PODER DE DEUS";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"PIS";"3.150,00";
"11.030.569/0001-16";"DFM - TRANSPORTES E LOCACAO LTDA";"WR TRANSPORTES";"SÃO PAULO";"SANTOS";"77195 - Locação de meios de transporte, exceto automóveis, sem condutor";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"3.225,59";
"27.875.063/0001-48";"F A DE S S DA LUZ IMPORTACAO E EXPORTACAO";"";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"PIS";"3.324,00";
"23.836.222/0001-44";"WORLD PRECISION INSTRUMENTS BRASIL LTDA";"WPI BRASIL";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"IPI";"3.332,00";
"60.291.275/0001-53";"ASA EXPRESS TRANSPORTES LTDA";"";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa de Alimentação do Trabalhador";"3.333,75";
